Time (s),Charging Current (A),Discharging Current (A)
50.0,10.08841534235314,-10.414704508031496
51.0,10.069403962278034,-10.044608141991851
52.0,9.933805820913042,-10.072801123206885
53.0,10.10580264183869,-9.92990954331898
54.0,10.119658875101337,-10.086014296068479
55.0,10.00554167837556,-10.008394631330068
56.0,10.077684335754878,-9.986715829667686
57.0,10.110392198966819,-10.029721161463694
58.0,10.196265831370983,-10.232442728108143
59.0,10.353626338203238,-10.04130673003613
60.0,10.322287775815566,-9.897644395314746
61.0,10.132279459488432,-9.951908249035792
62.0,10.415236372601445,-9.980372670843137
63.0,10.281456662156838,-9.868642917655732
64.0,10.263183521998519,-10.026467463485947
65.0,10.214995291531176,-9.9730979455515
66.0,10.396881168212163,-9.919004260479891
67.0,10.34722792899386,-9.97189629933225
68.0,10.167384558349804,-9.942774603043592
69.0,10.155309889848748,-9.939645861460974
70.0,10.202997095413368,-9.927552998633606
71.0,10.289143142883853,-10.008216831640501
72.0,10.268814147763967,-9.940556522455731
73.0,10.249653703551676,-9.981952035854766
74.0,10.26933934863414,-10.046600732663364
75.0,10.254644427384344,-9.985295244347016
76.0,10.193370636005438,-9.909173409783609
77.0,10.154989235771739,-10.043130883487125
78.0,10.083845170643135,-9.963315109353617
79.0,10.086742502275095,-10.000957799039632
80.0,10.175511172665468,-10.100656509982867
81.0,10.049200708111622,-10.166565067848088
82.0,10.314147181471762,-10.043919418334271
83.0,10.114611698431025,-10.020605025219579
84.0,10.289489121820354,-9.91784885007107
85.0,10.12257427933873,-10.011748501316225
86.0,10.126163793517213,-10.077471847335186
87.0,10.20333029678497,-10.068458348447832
88.0,10.306934571053793,-10.119061641685988
89.0,10.24407524038203,-10.059135867296197
90.0,10.229200782930393,-9.984460097647071
91.0,10.120086570654342,-10.08025635431496
92.0,10.218712430264725,-10.00408053506365
93.0,9.999821938824466,-10.003981413917739
94.0,9.890192631783442,-10.14751383577682
95.0,10.271114355636445,-10.170057732254492
96.0,10.210191414071033,-10.061606686443216
97.0,10.12597309428444,-10.170515482289783
98.0,10.16251301203669,-10.096850536634516
99.0,10.129283255954283,-10.258054112692845
100.0,10.248653439204011,-9.916753034947494
101.0,10.112891702917164,-10.00672980115717
102.0,10.137923245187345,-10.23513669099537
103.0,10.071231318394112,-10.236787087251395
104.0,10.114122351909444,-10.094784350850162
105.0,9.992474393044578,-10.19310136459311
106.0,9.890121568632566,-10.229648712179324
107.0,9.957281425807915,-10.158369949862946
108.0,10.095925677454625,-10.12129468448169
109.0,9.949755987350851,-10.245213087612951
110.0,10.013011331149933,-10.278487932689853
111.0,9.920813389081504,-10.146474776434738
112.0,10.081086866295117,-10.030290584661774
113.0,9.963845262095083,-10.195016506969333
114.0,9.999234842970393,-10.14850396782597
115.0,9.991743541160442,-10.094705783051683
116.0,9.9661041598188,-10.343869611773675
117.0,9.98167295873321,-10.102802485232846
118.0,10.061007384246212,-10.034174487879278
119.0,10.051797775641873,-10.147749162243992
120.0,10.02086119806461,-10.082800305470144
121.0,10.058450568094841,-9.9979544272411
122.0,10.181411479727611,-10.03888409345871
123.0,9.947968319831453,-9.778656810086186
124.0,9.864330105827197,-9.87096113355841
125.0,9.911803852035128,-9.899349881944385
126.0,10.01545374082641,-10.015519216808137
127.0,10.106715485648484,-9.965046181686866
128.0,10.08030850118589,-10.08339920231152
129.0,10.224154380954667,-10.078180915912155
130.0,10.043049723166483,-10.027401994053461
131.0,10.181677227677778,-10.091002611289923
132.0,10.172480061608637,-9.966585448970742
133.0,10.032508500771543,-9.96670279113363
134.0,9.95377450389841,-10.017630041887813
135.0,10.246764928080474,-9.974041950691529
136.0,10.05061301744248,-9.99292027793667
137.0,10.126965131350946,-9.98413272197163
138.0,9.92289372041197,-9.969723726913614
139.0,10.268425368272956,-10.010557862306836
140.0,10.121677795564315,-10.031289798121161
141.0,9.973851746093636,-10.002551335381384
142.0,10.154521266246073,-9.999120175705038
143.0,10.070435528602935,-9.89802894781741
144.0,10.171222720415477,-10.12900992432788
145.0,10.268856055740876,-9.991342165014027
146.0,10.13027778612505,-9.840008682682228
147.0,9.986654863957558,-9.850789646227815
148.0,10.306885341275159,-9.89991030406188
149.0,10.148611476932615,-9.97489708656142
150.0,10.006549944887004,-10.09631365118518
151.0,10.00937916740494,-10.068523173200324
152.0,10.105478263362647,-10.00701663414434
153.0,10.060439677602764,-10.031379009490855
154.0,10.223670500718681,-9.83960183052323
155.0,10.0412336288079,-10.054970979410344
156.0,9.952658577031482,-10.203614762245223
157.0,10.168302724411893,-10.14707043893754
158.0,10.124147408950101,-9.981062143567677
159.0,10.181931914642442,-10.0323158466807
160.0,10.324743775389837,-9.89009409993631
161.0,10.26970412676081,-10.04049901249947
162.0,10.161333507379155,-10.004065459072617
163.0,10.041386469937782,-9.97634005775186
164.0,10.229226855362958,-10.043830362614134
165.0,10.272119691151282,-10.004643265995982
166.0,10.407040634067029,-10.16757913270129
167.0,10.140325395244838,-10.15416200166261
168.0,10.338764943927561,-9.994425572453263
169.0,10.202868496295315,-9.975434439625083
170.0,10.217538317334185,-10.033856701471864
171.0,10.246327404167435,-10.028178553493863
172.0,10.29013317256167,-10.009593680284079
173.0,10.185436233157807,-10.015096305710607
174.0,10.195529696937866,-10.049740178410909
175.0,10.055104020025862,-9.826906522899456
176.0,10.224236863746478,-9.967523667094838
177.0,10.063040991784233,-10.197214863438052
178.0,10.121339421900009,-9.937270043760357
179.0,10.355971405796845,-10.110994436207514
180.0,10.183697067319295,-10.049333790884944
181.0,10.193330981717256,-10.05470056818326
182.0,10.19833916742686,-9.848540343106317
183.0,10.234980503312539,-9.952005102682355
184.0,10.191159600166925,-10.059924429729527
185.0,10.154172503667468,-10.132581169498012
186.0,10.32929566503398,-9.96387848222175
187.0,10.38480351184497,-9.768035928269198
188.0,10.32106906280158,-10.026266231773498
189.0,10.401285647177165,-9.768858084477973
190.0,10.249001925127152,-10.072851027924587
191.0,10.226951082720888,-9.97876613205036
192.0,10.242191989562123,-9.794913016645046
193.0,10.133507057598901,-9.8402898403796
194.0,10.25370433429858,-9.797781995406803
195.0,10.344529197992799,-9.888097923139458
196.0,10.116233903637676,-9.95935376897992
197.0,10.2705220473318,-9.791160879505597
198.0,10.401300694761698,-9.904608913939168
199.0,10.222915020937492,-10.05945807218825
200.0,10.147272624574027,-10.071380262118325
201.0,10.446880198790762,-10.023415342736826
202.0,10.281251202667914,-9.9008948227687
203.0,10.411515986664782,-10.014043944334896
204.0,10.224881145559483,-9.716414643951897
205.0,10.395532942736727,-9.796537574543041
206.0,10.099487212332068,-9.93679511828621
207.0,10.30331033693042,-9.949809319392516
208.0,10.407446495892886,-9.82200576377308
209.0,10.191450423494958,-9.846349797426221
210.0,10.20092585314929,-9.781975107597576
211.0,10.163310332035199,-9.675275104087058
212.0,10.241761506356886,-9.841968569669403
213.0,10.243879982920653,-9.731472490495605
214.0,10.330399384697149,-9.780477301375274
215.0,10.175824540690302,-10.093138170609482
216.0,10.182805676848108,-9.908393751457584
217.0,10.238205861175164,-9.84931471341128
218.0,10.010605610827382,-9.920746981283811
219.0,10.04120599416316,-9.938261238807426
220.0,10.113727510429928,-9.826308622624936
221.0,10.083823224409842,-9.918298299941329
222.0,10.002427955821505,-9.837619278689923
223.0,10.16610840312269,-9.916306675951825
224.0,10.125805798786555,-9.782319959675473
225.0,10.167408109657368,-9.963418502685641
226.0,10.152490573940321,-9.761340452453746
227.0,10.134831834916545,-9.874956109283223
228.0,10.28892181775598,-9.793350655997134
229.0,10.119538937768304,-10.021427433023655
230.0,10.29171096820031,-9.91368262383967
231.0,10.222412503872516,-9.805880897276449
232.0,10.335445952438569,-9.95033545557254
233.0,10.338211559693237,-9.693600284816876
234.0,10.351596707418398,-9.951412255561436
235.0,10.160962313756487,-9.603715095479798
236.0,10.428193601986642,-9.610117403083501
237.0,10.531718445999552,-9.750634717561702
238.0,10.44985433881964,-9.928643588913438
239.0,10.302260300261514,-9.793556745212005
240.0,10.313748143478843,-9.867948039373289
241.0,10.523612469758588,-9.674200312849349
242.0,10.40678458214683,-9.69711243137172
243.0,10.457716491056747,-9.772105642795804
244.0,10.300423825622419,-9.744171339837823
245.0,10.378961977612555,-9.754114216332832
246.0,10.461384650424836,-9.787736003970732
247.0,10.278227617400969,-9.859218120977019
248.0,10.454276144661488,-9.893269127018513
249.0,10.231697214607767,-9.721624720951825
250.0,10.392509188646251,-9.716177953414029
251.0,10.251528214832407,-9.593197042684231
252.0,10.31329792661996,-9.744638065545898
253.0,10.386110955623868,-9.870057959331863
254.0,10.318109237583055,-9.702055967974315
255.0,10.293561827313185,-9.91996253157611
256.0,10.271862464930502,-9.66615197657748
257.0,10.10725417109568,-9.728922595094787
258.0,10.223603570283391,-9.66223763016
259.0,10.20286358207211,-9.706583635473502
260.0,10.184795769854283,-9.563138635249222
261.0,10.19812591267156,-9.723197926927362
262.0,10.183376589320094,-9.790163133104187
263.0,10.221125117931559,-9.68751650228662
264.0,10.334953474107339,-9.646886263053498
265.0,10.270077671086106,-9.67481412567471
266.0,10.1435540652373,-9.789262345793777
267.0,10.12419658396972,-9.727515128069424
268.0,10.10282572467541,-9.585465755803236
269.0,10.126045852542283,-9.814302683509016
270.0,10.076603898189516,-9.777305388509985
271.0,10.0601901827344,-9.561319079589564
272.0,10.111463034206759,-9.706388864731213
273.0,9.998059416444883,-9.777098491630529
274.0,10.076293506409277,-9.810707329246648
275.0,10.015746224257082,-9.76733538992933
276.0,9.931323414880344,-9.774878927243908
277.0,10.134639290182506,-9.573577384809678
278.0,10.091088912740958,-9.750598270420864
279.0,9.899860854313088,-9.901039604144795
280.0,10.175027108897526,-9.858106441958473
281.0,10.131584244993892,-9.736899386120136
282.0,9.914343086102274,-9.865933129433625
283.0,10.112381420989461,-9.867122588273482
284.0,10.082063420399438,-9.916040720001309
285.0,10.054678957356558,-9.585951877310922
286.0,10.274158309502424,-9.781914134482655
287.0,9.996292433264333,-9.83520113023286
288.0,10.03477290355748,-9.731928496136119
289.0,10.290228107820269,-9.775502196213198
290.0,10.186851710812725,-9.729098531481077
291.0,10.24808184734337,-9.734063648858049
292.0,10.151783104914989,-9.697977045905795
293.0,10.258314429465507,-9.636428556963509
294.0,10.203061861614808,-9.727833940603528
295.0,10.123961363357884,-9.585209369831231
296.0,10.26071921066714,-9.719946046621086
297.0,10.154245086915415,-9.759320476665602
298.0,10.288352771165199,-9.821804629020313
299.0,10.116821534412331,-9.626216441953462
300.0,9.952658789540754,-9.783650375509872
301.0,10.10519824571126,-9.684176315086791
302.0,10.216631916088595,-9.827037484634467
303.0,10.242072745906652,-9.835917515444615
304.0,10.340014046383427,-9.763107356293748
305.0,10.167766156557292,-9.826853540548166
306.0,10.089321661825714,-9.725087092462287
307.0,10.129240994017216,-9.802062066082794
308.0,10.166149468392547,-9.836570132717931
309.0,10.372057903859858,-9.844792781550298
310.0,10.169421578282718,-9.898282679667815
311.0,10.205248168167019,-9.695332644494707
312.0,10.150905922061805,-9.71558925912703
313.0,10.240220377651024,-9.511213222207287
314.0,10.23946978440592,-9.615116906732888
315.0,10.237855951968232,-9.809245376836495
316.0,10.387522326575265,-9.805122486032099
317.0,10.186199359034116,-9.76572787000444
318.0,10.415639613808851,-9.61018736808127
319.0,10.112438711328435,-9.725321221041192
320.0,10.179596786254004,-9.68631333768924
321.0,10.24912942145275,-9.600601003640293
322.0,10.15783966529106,-9.774603200756257
323.0,10.09913506092965,-9.74526837912026
324.0,10.111335859477226,-9.568013653618145
325.0,9.982689460673276,-9.475872164208205
326.0,10.163187600862573,-9.745455928339874
327.0,10.105218775832917,-9.763809783640387
328.0,10.121592826722344,-9.732430677440808
329.0,10.103355252653593,-9.801728533193483
330.0,10.17263810490231,-9.59525802293947
331.0,10.228655118221585,-9.697243001605875
332.0,10.103364228033152,-9.566829028724982
333.0,10.458379016932408,-9.760799333130578
334.0,10.181427779385162,-9.640441545036905
335.0,10.25524323987627,-9.567990820427282
336.0,10.318942055880552,-9.612120604472372
337.0,10.22389362126425,-9.63036199244101
338.0,10.1721968128278,-9.543079122533015
339.0,10.054030367808748,-9.716014306247681
340.0,10.211065056098223,-9.607232885936119
341.0,10.095042466691073,-9.569375169004086
342.0,10.086741426101227,-9.651642125711126
343.0,10.203753893673996,-9.661294762182195
344.0,10.309951690313138,-9.605332458742224
345.0,10.04100786562151,-9.696301096472775
346.0,10.237230377226927,-9.677053962316412
347.0,10.137623609463876,-9.658993866899376
348.0,10.191938931693116,-9.574835080990503
349.0,9.991252806837979,-9.54174068571614
350.0,10.043616149240277,-9.678611990952557
351.0,9.971996017697162,-9.482819680778004
352.0,10.178919024912341,-9.5350726247504
353.0,10.107223909871015,-9.597358444553032
354.0,10.072521390460476,-9.488801106998407
355.0,10.173150974124978,-9.543470016093757
356.0,10.1753064146708,-9.46675832435279
357.0,10.014871652329456,-9.445960574954592
358.0,10.194016496025688,-9.574896404425793
359.0,9.90997473097091,-9.310048553913164
360.0,10.026052460462898,-9.4240004204283
361.0,9.948262438474124,-9.49136344083139
362.0,10.055608284439527,-9.31571244706197
363.0,10.052047187522204,-9.524311999007336
364.0,9.878389837944123,-9.5445008455999
365.0,9.918884250207702,-9.697730410245196
366.0,9.854895173226911,-9.621231216107216
367.0,10.0189651405886,-9.4408469886796
368.0,10.132655993672092,-9.499129012929899
369.0,10.126730274169583,-9.425431721142488
370.0,9.842416368587973,-9.523946370196223
371.0,9.999089212827432,-9.621404033177837
372.0,9.928817810254573,-9.416752794007465
373.0,9.795827666931585,-9.393820690413643
374.0,9.983631067130151,-9.471850678284293
375.0,9.981755444529538,-9.594950449769085
376.0,10.062246470185816,-9.570779360826243
377.0,9.900468242142438,-9.614372017712343
378.0,9.97656243857238,-9.48765994711639
379.0,9.922867723158685,-9.684873476034817
380.0,9.990529394704323,-9.56815829799433
381.0,10.062640606399956,-9.657609429318052
382.0,10.230250007041459,-9.439751600820008
383.0,10.12191580917786,-9.48863695228521
384.0,10.040935406104543,-9.804251093934491
385.0,9.830815915683075,-9.463584508890621
386.0,9.97327895955016,-9.631580754739852
387.0,10.098678285237634,-9.569041071389606
388.0,9.878513765312178,-9.405296951333481
389.0,10.025135219600987,-9.407490010120046
390.0,10.054783375125139,-9.566665565399598
391.0,10.108386588436185,-9.670959905520876
392.0,9.920113887769144,-9.712661404263653
393.0,10.207285949348472,-9.347713654843893
394.0,10.195689707716088,-9.61816992305028
395.0,10.161524008454315,-9.40680758045898
396.0,10.234178197184445,-9.313644998448668
397.0,10.258596656995731,-9.53866371957071
398.0,10.003197447399291,-9.617022114351304
399.0,10.170600655108068,-9.402766739106763
400.0,10.200319732900454,-9.53006357468097
401.0,10.24416680997744,-9.567985141036676
402.0,10.11211730270126,-9.677697437507485
403.0,10.068347808640802,-9.6074734397859
404.0,9.988477283880268,-9.674430594484209
405.0,10.189708492134889,-9.643161152990162
406.0,9.916511801965207,-9.748495832651713
407.0,10.083100414487644,-9.562082223020855
408.0,10.164142983362785,-9.685288271271071
409.0,10.189204278254833,-9.647603907082084
410.0,10.075934317862808,-9.64362389955812
411.0,10.073899909530294,-9.61079016559877
412.0,10.236610746892579,-9.870286114331282
413.0,10.143199687927927,-9.673397444873395
414.0,10.120026869807973,-9.696964832489764
415.0,10.116464650576516,-9.530019290932339
416.0,10.09671968904521,-9.652755580824287
417.0,10.100770018816807,-9.863482976566177
418.0,10.081026114531706,-9.673321684533844
419.0,10.227784264945512,-9.808228161706358
420.0,10.120413915937238,-9.933759614802243
421.0,10.186348689149819,-9.761596567901078
422.0,10.083761423130504,-9.637890338652317
423.0,10.236655505458693,-9.740412275856748
424.0,10.187540914786817,-9.872474303547454
425.0,10.167646077974274,-9.5327465565323
426.0,10.085477681346946,-9.540643914056105
427.0,10.043206956706749,-9.612696030536936
428.0,10.196411178651632,-9.732608937483647
429.0,10.041644609592984,-9.8166399615318
430.0,10.10610207148237,-9.713410310309282
431.0,10.105387481514281,-9.769046013141306
432.0,10.168582184332783,-9.479111820284645
433.0,10.312502219798459,-9.644274467984726
434.0,10.107552532973196,-9.582332453838278
435.0,10.166026907575759,-9.538546729997375
436.0,10.2737065994377,-9.586593862385532
437.0,9.860907893108912,-9.7057703638722
438.0,10.266599006617653,-9.622343294939862
439.0,10.076750239472771,-9.658365068184928
440.0,9.946905412065107,-9.69564657763741
441.0,10.286046498628918,-9.701879039787244
442.0,10.166278309541037,-9.75506804644997
443.0,10.225496750853447,-9.74550627325193
444.0,10.283402598392682,-9.712231533125157
445.0,10.06362962577608,-9.574201831895763
446.0,10.112799364713714,-9.773868599124265
447.0,10.329477123008498,-9.726125527574546
448.0,10.190682708480942,-9.85590945685177
449.0,10.193438574487413,-9.63638844725043
450.0,10.201252707758954,-9.7639662273549
451.0,10.28664820694166,-9.591111935750595
452.0,10.395780430844644,-9.80776771316517
453.0,10.36092939161517,-9.50078191184241
454.0,10.30642887391493,-9.788234625425755
455.0,10.42839900692669,-9.741175162874283
456.0,10.636558171261875,-9.657030930996457
457.0,10.279006335377499,-9.589415134079704
458.0,10.43970042931969,-9.655714209612709
459.0,10.395530206128287,-9.89746269475041
460.0,10.313333569370807,-9.935878828084064
461.0,10.16717682261031,-9.552004313430984
462.0,10.249926897835975,-9.750221292635477
463.0,10.433393505584233,-9.74171030915716
464.0,10.471018654211282,-9.673126455275774
465.0,10.318657954658601,-9.701523892836223
466.0,10.413016523120964,-9.767917306142994
467.0,10.35357542059822,-9.854760411035922
468.0,10.429196613001565,-9.805167654556168
469.0,10.231647302421607,-9.725161641573852
470.0,10.334943402398771,-9.916321277455857
471.0,10.456109306017566,-9.808493690879185
472.0,10.442302610446664,-10.051302693456279
473.0,10.375970899863734,-9.979891616592614
474.0,10.456838781264326,-9.865967818665846
475.0,10.295455895872548,-9.64378802268049
476.0,10.181214492899233,-9.735322248045785
477.0,10.341386637861683,-9.615487416266165
478.0,10.438174972321121,-9.806009390346977
479.0,10.110098918718975,-9.690544306175367
480.0,10.346089547180965,-9.877170139559524
481.0,10.400700907315587,-9.700954495115774
482.0,10.31433798419169,-9.565748959446463
483.0,10.32733761979374,-9.758404044906719
484.0,10.396523414323834,-9.713725666080029
485.0,10.396856449122797,-9.601558876759961
486.0,10.36227728049906,-9.525712815581057
487.0,10.486907331663575,-9.615651995840377
488.0,10.335665184531523,-9.813998599571024
489.0,10.512951130984186,-9.717739028928582
490.0,10.568214589536748,-9.86763310026706
491.0,10.480744804565354,-9.572844227178923
492.0,10.678613179847178,-9.690070486546489
493.0,10.413755042316744,-9.57469174819905
494.0,10.567158277959,-9.377365686802905
495.0,10.542641742245236,-9.571130410799164
496.0,10.555260838629149,-9.398797700603385
497.0,10.617527663623907,-9.707052481492262
498.0,10.55950042328863,-9.612078333793356
499.0,10.519477524408284,-9.764948984667337
500.0,10.626678528736619,-9.553981605759978
501.0,10.680123207206334,-9.634162812710557
502.0,10.572552561102087,-9.746183697299873
503.0,10.468545555972911,-9.568092287617976
504.0,10.490817795777295,-9.49265210511825
505.0,10.556563934620984,-9.63395928828778
506.0,10.509593007231473,-9.777517085763929
507.0,10.725781105476658,-9.72175871731934
508.0,10.711820674970937,-9.53683730549265
509.0,10.604053469806347,-9.589773153927258
510.0,10.620923927846022,-9.602107325223768
511.0,10.563157412295244,-9.466151917238522
512.0,10.594948846027577,-9.613371471853226
513.0,10.562563970777253,-9.541968742330596
514.0,10.572117424050498,-9.643464943646585
515.0,10.41375266521369,-9.567019584734995
516.0,10.536621698360742,-9.591375214009245
517.0,10.766003065164444,-9.60560139275578
518.0,10.636664611652554,-9.630467370420956
519.0,10.863969579759976,-9.637786870047224
520.0,10.605972773942012,-9.543482160943963
521.0,10.485343069602662,-9.757822695326588
522.0,10.63411966948293,-9.516254367124228
523.0,10.712531005261868,-9.738280588943127
524.0,10.681835053591383,-9.671170626098357
525.0,10.60600510937847,-9.535518265377336
526.0,10.726110102345555,-9.686570124134185
527.0,10.670744270021869,-9.536055664503523
528.0,10.46698193626265,-9.667360123241696
529.0,10.653854131771785,-9.610818210877241
530.0,10.529163214303015,-9.522442196163238
531.0,10.810274546777002,-9.61765370354429
532.0,10.568195245765994,-9.55825271809317
533.0,10.842693867538394,-9.775020484574435
534.0,10.618351581112409,-9.690268060819228
535.0,10.724198759216774,-9.586076940974191
536.0,10.770726834111944,-9.719094682255424
537.0,10.601864378386168,-9.647377353079651
538.0,10.793721827570222,-9.760331266158389
539.0,10.66618360336269,-9.732557301215826
540.0,10.678797732723408,-9.646743504287857
541.0,10.559887670433142,-9.782138589680782
542.0,10.647281776950138,-9.53686983664461
543.0,10.789293894583764,-9.736550440096911
544.0,10.623741478643572,-9.783087990070054
545.0,10.627283344078858,-9.614019644275643
546.0,10.685613730554149,-9.757712724764907
547.0,10.792820074177357,-9.794180803305949
548.0,10.654349801467697,-9.791453993956734
549.0,10.822528803787797,-9.60032956485178
550.0,10.58645664564669,-9.88138262977822
551.0,10.708574139674932,-9.925585070018585
552.0,10.608957016298087,-9.719005203049672
553.0,10.708847592690848,-9.517323019682912
554.0,10.653491180331569,-9.821525586317268
555.0,10.563908460758718,-9.746074479214236
556.0,10.678598403705877,-9.741799113196786
557.0,10.595582687728887,-9.66865513108068
558.0,10.748323099729527,-9.798184474137319
559.0,10.670364698990847,-9.779784789141607
560.0,10.630018941105375,-9.816722494805532
561.0,10.687183455829189,-9.733151494777157
562.0,10.825605245286802,-9.647343406783543
563.0,10.705258104881228,-9.599352280488159
564.0,10.47445282129303,-9.79007219620484
565.0,10.768633423601884,-9.620714054629783
566.0,10.69967936554354,-9.526576679535848
567.0,10.798479163171631,-9.733227378161931
568.0,10.81203667957194,-9.680362247863489
569.0,10.663796063335663,-9.60624152964021
570.0,10.700939132325564,-9.756998121361525
571.0,10.674790843165349,-9.632561675485139
572.0,10.68455563939164,-9.710660810348465
573.0,10.598184118596908,-9.813256666076393
574.0,10.857775856037659,-9.65115574824724
575.0,10.638659900221393,-9.733134537484297
576.0,10.704691793304042,-9.721730642504474
577.0,10.771436732048553,-9.63740264521643
578.0,10.950205757369394,-9.662219006075402
579.0,10.634787984356837,-9.715053669524808
580.0,10.551780702214085,-9.766466840878481
581.0,10.694003967013323,-9.425014126482075
582.0,10.826750195005587,-9.606207377037984
583.0,10.593696890303674,-9.540332811141592
584.0,10.729583588222964,-9.747284054353443
585.0,10.96263458559388,-9.694305111474861
586.0,10.52504926698338,-9.555868485873615
587.0,10.7558102809116,-9.430204235136577
588.0,10.637917291951387,-9.580223118428997
589.0,10.689641386281277,-9.612787504144409
590.0,10.601153437183722,-9.730273622455012
591.0,10.63509671543244,-9.653753858721972
592.0,10.73341823834467,-9.64570636471336
593.0,10.61183853142077,-9.714121745282352
594.0,10.655008160931851,-9.711245811660097
595.0,10.453954005084967,-9.692546489770313
596.0,10.586351485470255,-9.677559159100769
597.0,10.612320894322904,-9.78151721780877
598.0,10.651710682498878,-9.858964074160765
599.0,10.66948547428625,-9.847004608286337
600.0,10.703060586002152,-9.673254550100237
601.0,10.679746654354883,-9.430169662046962
602.0,10.559291786189073,-9.665822891990432
603.0,10.583961976268949,-9.78625793517044
604.0,10.673455816392586,-9.751216808069861
605.0,10.693803032916211,-9.56994716606671
606.0,10.753420376893251,-9.559921444547383
607.0,10.633744256358929,-9.786523825389944
608.0,10.696137002400823,-9.646290869515457
609.0,10.76463682022575,-9.548016081904102
610.0,10.630160503322086,-9.635287492354959
611.0,10.658130430827917,-9.650590034751433
612.0,10.578761970476016,-9.733413783542845
613.0,10.6185019985604,-9.657091700841407
614.0,10.692076437323355,-9.594981139277618
615.0,10.862372533275611,-9.546744239579983
616.0,10.6832455998719,-9.735914016061562
617.0,10.740166904546866,-9.884296361911922
618.0,10.662691457438955,-9.69697022570907
619.0,10.690276103010182,-9.55651723792718
620.0,10.746662432497898,-9.620416211323429
621.0,10.676730862397863,-9.740335808158143
622.0,10.722457895717598,-9.737808285390274
623.0,10.731414226421482,-9.724656347026068
624.0,10.739251745196867,-9.8246547981312
625.0,10.838690832262234,-9.695489553378431
626.0,10.649109458984103,-9.550349299814048
627.0,10.837308083614962,-9.959943249315351
628.0,10.850111650871133,-9.902409932777294
629.0,10.715591545803715,-9.781512930531454
630.0,10.703820413250215,-9.573895843280363
631.0,10.645483122940355,-9.677345117303739
632.0,10.891749361172593,-9.669607516837882
633.0,10.795788998110162,-9.669167813867501
634.0,10.79907127210633,-9.71830555687094
635.0,10.87361427130545,-9.739431762606547
636.0,10.818272764516962,-9.804038437726982
637.0,10.89368782421975,-9.787185545300305
638.0,10.797116014621254,-9.587016424663041
639.0,10.631533664372183,-9.707079439359562
640.0,10.82072289716236,-9.827413078289132
641.0,10.75581631754742,-9.60064776857461
642.0,10.74726280135843,-9.824205507375696
643.0,10.602238065559897,-9.68533170898328
644.0,10.783768533093145,-9.643905520696833
645.0,10.699800259302025,-9.721862156940391
646.0,10.83220008465415,-9.70222581666134
647.0,10.784529273097275,-9.839809942010154
648.0,10.80266117025177,-9.73921795795038
649.0,10.986139600903202,-9.58293116705015
650.0,10.870769706873247,-9.987939392570173
651.0,10.754310711410845,-9.709189739199019
652.0,10.696652593762515,-9.742848396782883
653.0,10.761216683644161,-9.664893860240868
654.0,10.814816107119034,-9.856883490065162
655.0,10.780177787830935,-9.705045914976868
656.0,10.934604510648203,-9.777777535731099
657.0,10.615031384772195,-9.484212538820287
658.0,11.037366962913982,-9.781817130629584
659.0,10.81638929508734,-9.726669380513847
660.0,10.741328406067122,-9.701691177635384
661.0,11.110954324127679,-9.737376861342312
662.0,10.8067687254306,-9.699969530952739
663.0,10.969590914230242,-9.671928366193473
