r0,rc,c
1.735983636649720066e-02,2.512193842764980090e-02,1.316232214616348938e+04
1.764068705833799974e-02,1.805333470882530128e-02,7.777389358541910042e+03
1.826367217475819912e-02,1.908221210415919980e-02,7.486048947631594274e+03
1.489304164826650047e-02,1.510966940800100022e-02,8.194904019196026638e+03
1.517227381133600013e-02,1.395443243517540018e-02,7.317627465799925631e+03
1.624165933895409947e-02,2.048311177778909878e-02,6.329622653769384669e+03
1.800646385882119851e-02,2.380341661109100157e-02,1.555253641679605971e+04
1.784513526095269850e-02,1.825893549888790018e-02,7.644129537731884739e+03
1.959876543209870120e-02,1.831275720164610155e-02,8.173032557952347815e+03
-1.787797998646575515e+00,3.743714886689160082e-01,1.286903453675785022e+04
1.413969984636726407e+00,-6.843021943594218559e-01,1.286557623727991086e+04
4.638370660008476754e-01,-9.035433030214236327e-02,1.286608792794598776e+04
2.249295928009439560e+00,1.855142195394058779e+00,1.286788821149290925e+04
-5.115097776070951507e-01,-1.887975980189060321e+00,1.286648322867335446e+04
8.983091836953365217e-01,-7.209325682819980319e-01,1.286697851239312331e+04
-4.000897736654618342e-01,2.063380115916912949e+00,1.286769333746623306e+04
7.743061708226186557e-01,1.530633453382725051e+00,1.286698838956844884e+04
-1.080569455449899241e+00,-6.599166213236360434e-01,1.286974238519469509e+04
9.817345502084817710e-01,-7.301851655539087771e-01,1.286704405932724876e+04
-4.642770358187038870e-01,-8.841123598655339366e-01,1.286744073493629912e+04
-1.659384006747842977e-01,-2.459393818829811895e+00,1.286653241924705617e+04
-3.856270209968384877e-01,1.038403265440083878e+00,1.286636662040379633e+04
5.911156874981879916e-01,-6.835968829935720192e-01,1.286820915741286444e+04
-1.105916805739943637e-01,7.006463979656518681e-01,1.286618919261909468e+04
-1.489452419876982292e+00,1.257948373808332354e+00,1.286778699858359687e+04
-2.266319388121913914e+00,-2.749923774251355479e-01,1.286503429463158682e+04
-9.595870387228571108e-01,7.655957995558069218e-01,1.286880297244036592e+04
-1.556447056844387999e+00,1.110610808637848002e-01,1.286772499349532518e+04
-8.233904118010436646e-01,9.874265055804487545e-01,1.286573834517297837e+04
-5.032638585010198451e-01,-1.954681944012559014e-01,1.286685377860824701e+04
-5.309826510036631531e-01,4.650171059710288546e-01,1.286640843499573930e+04
-2.069291874337494619e+00,-6.944241856641212296e-01,1.286828910609046216e+04
-7.633012824394191931e-01,-1.261581506789432927e+00,1.286838117882835650e+04
3.284752329085698364e-01,-1.572049268166543001e+00,1.286869610828449004e+04
3.686969114169472150e-01,1.572932018642875240e+00,1.286766034623512496e+04
-1.745110676108083458e+00,-1.667960530673563868e+00,1.286742026992246429e+04
-7.957287357729726507e-01,-1.992003812580870337e+00,1.286511610726196704e+04
1.860310323569072777e+00,-3.878252216484270876e-01,1.286648147831392271e+04
-8.549713344978296936e-01,1.134691917858346999e+00,1.286849963760679566e+04
-5.546078755701376872e-01,-1.355814988930297560e-01,1.286467911706334417e+04
-6.388881204987623130e-01,3.061687027117402371e-01,1.286685580553610453e+04
6.181228858356796474e-01,2.235691565908048517e+00,1.286682901258549646e+04
-3.469118665849423855e-01,6.821778547983674557e-01,1.286775205246090991e+04
5.786569318011535179e-01,5.030250806567939659e-01,1.286555276645632875e+04
7.148573435430219947e-01,-2.082941522036651227e-01,1.286714097739847239e+04
2.010548402706674176e-01,-9.846940507459513992e-01,1.286648185218741310e+04
-8.818022036434268740e-01,2.186965466212938830e-03,1.286680805237790810e+04
-3.097228723460077604e-01,-6.557309508861050018e-01,1.286705549520944078e+04
-1.731185306529985091e-01,-1.966158191578037728e+00,1.286771120380628963e+04
1.478962909355619137e+00,5.681111976713616452e-01,1.286667261942473306e+04
7.228096976511804161e-01,-1.468556588687227382e+00,1.286715214419026233e+04
9.351931749120095949e-02,-2.210532885362924471e+00,1.286663968744401609e+04
-1.705023849338929975e-01,-1.106981208947404455e-01,1.286745238800247535e+04
-5.767976066050842787e-01,-1.122981875515887573e+00,1.286672944685594848e+04
-6.033032236416866478e-01,5.551380383856121536e-01,1.286766433864710416e+04
-3.064807787197245115e-01,9.022396673865028249e-02,1.286783817469047244e+04
2.649488845215092203e-02,-2.416902522559331690e+00,1.286515026695959568e+04
6.072024167353088364e-01,1.644247003244317051e+00,1.286677812482947957e+04
4.107924527191266773e-01,1.413133718861920574e-01,1.286902241064358714e+04
-7.481015343153268882e-01,-3.829036813636829129e-01,1.286670626338304282e+04
4.048970616507398951e-02,-4.702479807716821170e-01,1.286450689957983559e+04
4.031311156717896083e-01,3.051962867860551210e-02,1.286864140209610196e+04
-7.241220344629260008e-01,5.171100848750549428e-01,1.286697105782150538e+04
-9.342599384368882598e-01,-6.125782474433222324e-01,1.286645839014557350e+04
5.337322561819933808e-01,1.136517885378963699e+00,1.286798187830315146e+04
6.385343339276151609e-01,-1.133225438691102704e+00,1.286799631206674167e+04
2.298656991538943761e-01,-1.338333326659065126e+00,1.286789065686041613e+04
9.412454844346134220e-01,3.102317082824946337e-01,1.286674083688167775e+04
4.034867446853480644e-01,-1.240244731711320325e+00,1.286699498663886698e+04
-1.726016343836115130e+00,-1.184746070685726682e+00,1.286572058653955537e+04
4.190976519801062339e-01,-2.369084254661925626e-01,1.286645184913809499e+04
1.813476896251484005e+00,-1.158728224640821924e+00,1.286694036210264494e+04
-8.498134817556443066e-01,1.058988121277372851e+00,1.286763523492467721e+04
6.566322418626854285e-01,-9.716812309480407639e-02,1.286599395743756031e+04
2.636757290574729962e-01,-6.177749884609246012e-01,1.286669454713302002e+04
-1.811622929288121631e+00,-1.335798655052176542e+00,1.286687143475306038e+04
-3.208332806340484789e-01,-7.162377966048617539e-01,1.286524006057487350e+04
8.727096322118156335e-01,1.368767345373537170e+00,1.286686799021385377e+04
-1.184763237107049338e+00,1.211503816345739004e+00,1.286628974907837801e+04
-9.131482311130226792e-01,-8.747729249236336768e-01,1.286729268797235090e+04
1.002007376833849994e+00,3.990455601767163296e-01,1.286786172552774951e+04
3.943165773120950734e-01,-1.534017169723617680e-01,1.286805457895164182e+04
2.938212502112037550e-01,-3.582084472034717249e-01,1.286664646462015116e+04
-2.061253542290201191e-01,2.269637328307882562e+00,1.286734822521791648e+04
-5.621154058750515992e-01,3.179238633817539905e-01,1.286507461548254832e+04
9.467688036326618595e-02,-7.530576890831994774e-01,1.286695258272292085e+04
9.693715834227273342e-01,-4.600579821691024307e-01,1.286879789983268347e+04
3.806403745538703420e-01,-3.216286625615488171e-01,1.286711406875428838e+04
-1.201070086617528343e+00,8.091072443136624326e-01,1.286651710917950004e+04
-1.101449092373704142e-01,1.316620652320151519e-01,1.286773403911804053e+04
-5.699534480566949002e-01,-3.557879037542281409e-01,1.286864874376189437e+04
-2.470952083628218388e-01,-7.699514106663373214e-01,1.286702565829969535e+04
-2.887065261543227818e-02,-3.576248842067413225e-01,1.286688071998246414e+04
1.193642439734886151e+00,-1.080737253827275257e+00,1.286782438420808467e+04
-1.731287799393764093e+00,-6.383243495715484883e-01,1.286646725642216552e+04
-9.924120697627879517e-01,7.962368656908443976e-01,1.286605576159845987e+04
1.701038806402813131e-01,5.742950650353336739e-01,1.286752596503835775e+04
-7.715587937201521251e-01,-2.995358427485333985e-01,1.286690413050835559e+04
6.149863730132457684e-01,-1.007316845598639654e+00,1.286830919724634805e+04
-1.388364660296730613e-01,1.096180915730881056e+00,1.286839158783295716e+04
1.255153058886842254e+00,-2.558223221431445982e+00,1.286590578374272627e+04
-6.826990479142915902e-01,1.568448645538808583e-01,1.286606281420002779e+04
-6.341432931031275588e-01,6.107842985538173286e-01,1.286581097160336139e+04
5.977312893830252216e-01,5.247358895813100110e-01,1.286926174209589044e+04
-2.354555772030441918e-01,-3.283470102736648077e-01,1.286759218626750953e+04
5.804514712093601370e-01,-6.089072716609168490e-01,1.286787070071250309e+04
-4.454220210459634566e-01,4.645361435179083398e-01,1.286883872451100615e+04
-3.549798398021799389e-02,4.284841579816726226e-02,1.286783440585505014e+04
8.597879622103409281e-01,-1.202787770396889666e+00,1.286495300611709536e+04
6.887023320608910426e-01,2.222916362514007815e+00,1.286715674383853911e+04
1.689004437055201535e+00,-7.556236391893007553e-01,1.286725891215229422e+04
-1.856300891385046503e+00,-7.415313816601402097e-01,1.286736927885508157e+04
-1.347462561574559459e+00,-1.760450937614048028e+00,1.286652148941488485e+04
-8.640206104993738631e-03,-6.525909721281738518e-01,1.286706194960630455e+04
-1.250284715801086799e+00,9.153745974611167124e-01,1.286705053781762399e+04
4.507759887282400402e-01,1.544464000131121617e+00,1.286397345442069854e+04
9.941642885059231993e-01,4.932388969710791438e-01,1.286761929065243021e+04
4.861530870606668442e-01,1.935348448932329157e+00,1.286676924078095908e+04
-3.176818923843364173e-01,1.311856230770487297e-01,1.286560273802406846e+04
-6.040585414576951084e-01,-1.049208368782905465e+00,1.286745007913158224e+04
6.511727811675246946e-02,-1.605413863783013761e+00,1.286728558691217040e+04
6.754714623279527430e-01,4.271067038679238898e-02,1.286766242936476920e+04
1.569304863711167952e+00,-8.788615288051414565e-01,1.286713091694734612e+04
9.235197366094165528e-01,-1.666044168457577523e+00,1.286783356694666327e+04
-1.881050894763621306e+00,1.381405340615924349e-01,1.286641917221061158e+04
6.040432799474657610e-01,-9.630954540037853784e-01,1.286551197991160734e+04
1.284296399071762185e+00,-2.927686535015700531e-01,1.286734338509259032e+04
4.497850259268200146e-01,-1.732907012758405085e-01,1.286836319551145971e+04
1.027651042912279822e+00,-1.283424983751815240e+00,1.286758268212107578e+04
-3.971381325684199964e-02,1.616524372739734650e-01,1.286683833513112404e+04
2.597011657056180756e-01,2.506676458869647295e+00,1.286717585564688670e+04
-1.412416040806785400e+00,2.092060637750894347e+00,1.286805811041749985e+04
1.228053328825228441e+00,-9.563793387021533865e-02,1.286947100798491556e+04
1.373231731016522961e+00,8.571004426112691643e-01,1.286875054020123753e+04
1.679660974503043025e-02,-8.213200706018308761e-01,1.286652196578426992e+04
1.412027755401889406e+00,-7.205091090995478786e-02,1.286763575784054956e+04
6.768785348305686456e-02,-1.972472625126076462e+00,1.286850021953256510e+04
-1.615709970573755982e-01,1.300171725454674743e+00,1.286772293740910573e+04
-9.944767018142756099e-01,-5.077813282696945762e-01,1.286674132141801965e+04
9.542552010537037610e-01,5.048355083891435946e-01,1.286608243768120519e+04
8.125925373073711322e-01,1.025772225718565744e+00,1.286416339552454883e+04
7.711615067111647903e-01,1.815403718656921350e-01,1.286609488066607446e+04
2.804354981371384170e-01,4.152929323352642088e-01,1.286786926285500704e+04
-6.650408198752220112e-01,-2.221256992087536908e-01,1.286690297406800892e+04
4.360052654597669775e-01,1.145797471471519335e+00,1.286763844755104583e+04
-1.349081762863925116e+00,6.331465365993090844e-01,1.286941306581550998e+04
-1.878547777957826792e+00,1.187777054072532756e+00,1.286587188790766231e+04
6.785308902322733093e-01,2.808349309024735230e-01,1.286702225627385815e+04
2.861728564197178748e-02,-9.807694190142235424e-01,1.286832085449543411e+04
2.088053903033289527e-01,-9.158587602026175833e-01,1.286640078564833493e+04
-7.040079477255140050e-01,1.310633920648059947e+00,1.286862682101264727e+04
1.163768403702498899e+00,-1.875970614955507765e+00,1.286656745166180735e+04
-5.803645979635463359e-01,-1.104118322443513045e-01,1.286709053147345730e+04
8.522165588500123512e-01,-1.734225805922198882e+00,1.286689468947643036e+04
-4.825070291405733625e-01,4.805165158584712159e-01,1.286743944210329028e+04
-1.460630093264609686e+00,-1.109096859781040667e+00,1.286516731718373558e+04
1.932758617590887573e-01,-4.064855567889902321e-01,1.286689660018491268e+05
4.310273467332021435e-01,4.031578910848646613e-01,1.286686263058735349e+05
-2.741422645464489105e-02,4.560844243998546932e-01,1.286707730945855146e+05
4.606271182426243671e-01,5.709216883227028472e-01,1.286701729424882797e+05
5.796483941637760040e-01,-3.553726211684155034e-01,1.286684064527129085e+05
1.720320671405112689e+00,1.388868583686451164e+00,1.286693526263222448e+05
4.497912618923656236e-01,-1.407126733834502597e+00,1.286705807041017979e+05
-1.414625705885857454e-01,-2.086500206909472910e-01,1.286689266745485656e+05
3.133429711370815385e-01,-1.262355723351268555e+00,1.286702577627626597e+05
-2.402249479517980291e+00,3.646522974862335120e-01,1.286700195414509362e+05
-2.138729630255463920e+00,-4.826442192530300268e-02,1.286696302827923064e+05
5.170419040903591057e-01,1.681781528578589091e+00,1.286717014221929130e+05
2.095239282927522151e+00,-2.128383535823101802e+00,1.286723185602150625e+05
-5.320136450983513343e-02,8.931464142663385619e-01,1.286703220522919582e+05
1.000829769402870939e+00,2.942045448434096322e-01,1.286711800935579959e+05
-7.192458899387765836e-01,2.122299330846685983e+00,1.286714093845793541e+05
-1.954324306477050355e+00,6.888182357490017782e-02,1.286693736223777669e+05
2.690057461377072467e+00,-1.026098627545635411e+00,1.286713270975479682e+05
-1.121287485679275830e+00,1.408902913521517197e+00,1.286702727765528689e+05
-5.130315497511883649e-01,-7.619675709177009537e-02,1.286698405403131910e+05
-6.261965084844504092e-01,-2.294280043470439123e-01,1.286704102888486232e+05
1.908816675780339089e+00,1.043460941664077074e-01,1.286688944033179141e+05
1.858248095049739756e+00,-1.484680006234849525e+00,1.286693193816778512e+05
-7.280082723995979777e-01,-9.457766466790762383e-01,1.286695887997538666e+05
6.941726380653014949e-01,1.340607347235081681e+00,1.286711299090719840e+05
-1.299353483647739393e+00,-1.122056718111465456e-01,1.286693847994372918e+05
1.659177863855479274e+00,9.320793197228385285e-01,1.286688443968112697e+05
-6.848500420257249699e-01,-4.065622009873554044e-01,1.286702666490349657e+05
-3.254620547961296628e-01,-1.041405167527434950e+00,1.286723075742737419e+05
-1.340414357815207680e+00,7.112007647108053998e-01,1.286696021327549679e+05
-1.041133433753355791e-01,-2.107336018381129050e-01,1.286686713249414170e+05
-2.696456809050105652e-01,1.045171335712116178e+00,1.286699324221740681e+05
-9.170411811864774831e-01,7.379773395877152753e-01,1.286712859884485806e+05
6.245931712749979159e-01,7.026672146333879931e-01,1.286713254820049187e+05
-1.329562804321483327e+00,-5.781951030741170339e-01,1.286719509815801721e+05
-6.309679573033253330e-01,8.851727282999375390e-01,1.286699028908546752e+05
-1.755549757505229680e+00,2.056553912112226712e+00,1.286708316019556951e+05
6.228550454009207371e-01,-1.906452006250298981e+00,1.286707926619853824e+05
7.259367628011067497e-01,6.937647194955891550e-01,1.286714988799264684e+05
-1.228072336958333066e+00,3.906982055054838421e-01,1.286716179232829600e+05
-1.973789624504111995e-01,2.670931968062707718e+00,1.286710283364904462e+05
1.152368259644001913e+00,-1.199839940422354978e+00,1.286713011678697658e+05
1.194403977233781111e+00,1.060595247952531128e+00,1.286701736755916063e+05
-1.121864674689003971e+00,-2.250941097032813865e+00,1.286692785666711425e+05
7.860843802748466169e-01,-9.906242784288119552e-01,1.286700366116680379e+05
1.212532536092034041e+00,-4.458293016960884758e-01,1.286723049406516948e+05
-1.077626839720172147e-02,2.865401014943024238e-01,1.286711082338802953e+05
2.272639039395030647e+00,1.838930903299195729e-01,1.286700504907339491e+05
-1.775195035853349923e+00,-1.726033194352072364e-01,1.286701887037876004e+05
1.957877612477995632e-01,6.837391880883919582e-01,1.286714090292443434e+05
-6.498417811034599145e-01,-5.275974408412804628e-01,1.286700358367336739e+05
-4.017562426094172801e-01,-1.562854437923206330e+00,1.286689087760453695e+05
1.639121134441096528e+00,-5.866458776531772168e-01,1.286702492446102115e+05
-9.074713166366347172e-01,-1.762968055967860104e-01,1.286700482932366722e+05
1.617070273293613747e-01,-9.763226420554043106e-01,1.286681545155004278e+05
9.359049192421355912e-01,-2.974666610977559911e-01,1.286698627431255154e+05
5.823338927309888724e-02,-9.858256658961894736e-03,1.286712462758993206e+05
-5.222007005753417225e-02,-7.883134678525606509e-02,1.286708983613462624e+05
3.490074772741851850e-01,-8.467185560830439162e-01,1.286700199845739990e+05
1.792597447955442402e-01,-1.631383744305235250e+00,1.286682176634905918e+05
1.648810469252781075e-01,-5.275673378284541359e-02,1.286711725665374979e+05
9.499555723458631418e-01,-6.805672536538617257e-01,1.286688830315928790e+05
-7.814517820417541394e-01,1.001037057873045866e+00,1.286697110955527023e+05
2.301465012486347828e-01,2.519962308085247904e-01,1.286689684276109765e+05
1.260457260455441819e+00,-7.758644221576229683e-01,1.286716119994421024e+05
-5.811377378206327160e-01,1.716678119504161382e+00,1.286698311158988363e+05
1.063849290043920037e+00,-1.092067115152898671e+00,1.286680259454799379e+05
-7.792333750312198104e-01,4.613912817224703755e-02,1.286705823228228837e+05
1.680433920267795811e+00,-4.064862889672909985e-01,1.286703109385522839e+05
9.061569896295286197e-01,-3.329626801749536735e-01,1.286692374187311652e+05
8.007968402886352921e-01,-3.249243785689182040e-01,1.286688205194548791e+05
6.194167816203609567e-01,5.965355391091098358e-01,1.286695116958882863e+05
8.145714059796432815e-02,-1.123846599385701417e+00,1.286697078950913710e+05
8.823934814640109758e-01,-5.447074330352172922e-01,1.286709802958386863e+05
4.048115682802204685e-01,1.500283127147400419e-01,1.286688211683073605e+05
-7.331321374920651834e-01,6.186934447013942018e-01,1.286714927992165904e+05
1.229569247761428841e+00,-1.136491354484793437e+00,1.286706460959191754e+05
-1.101991180557625238e+00,1.302973687669894298e+00,1.286713366074374499e+05
-4.453545941976848610e-01,-8.123684803878251648e-01,1.286707324614368699e+05
-2.548065574450950610e+00,1.996523311089760222e+00,1.286709413058569044e+05
4.086530450637252954e-01,3.402604946131770891e-01,1.286688987362828921e+05
1.343414650593188986e+00,5.683643710155197315e-01,1.286699981816355576e+05
-6.125324371874806273e-01,-4.784341684749151558e-01,1.286697053857218707e+05
6.263188945151068054e-01,-3.378395884343313171e-02,1.286698643184391694e+05
8.276939930293165659e-01,-2.473162438479094227e+00,1.286686761008758040e+05
1.107114467483869547e+00,-9.336271663831209322e-01,1.286701990590356145e+05
-5.825308802510315020e-01,-1.464235182606286045e-01,1.286699620666540577e+05
-9.309661024236738358e-01,-3.495012762497138326e-01,1.286693687368069222e+05
6.079851755230211152e-01,3.724380659356210099e-01,1.286687161799609894e+05
1.513073149651566807e+00,6.340757354559425352e-01,1.286719528831392236e+05
1.531989268996778231e+00,-8.097128696822941674e-01,1.286701305176664901e+05
-1.122976774387773879e-02,-7.246344299661068300e-01,1.286688841611441021e+05
-5.219507121540069017e-01,-2.571446689796692553e-01,1.286718310552616313e+05
4.051143969184377580e-01,-2.744010886665015914e-01,1.286693261036895128e+05
1.456593014885018134e+00,-6.825979517812127417e-01,1.286707123001499858e+05
-6.325310669430703747e-01,-1.510835353053996188e+00,1.286699702777468192e+05
-8.448347469640146157e-01,7.940523417295863862e-01,1.286695933208453498e+05
8.463726842742011480e-02,1.547682670251133263e+00,1.286713311495906964e+05
7.228077390478050424e-01,1.294021991106143243e+00,1.286699629354540375e+05
-5.460817606571695404e-03,-1.168758616115922466e+00,1.286696707794999966e+05
1.211533285294715379e+00,9.517527971701236766e-02,1.286701773884165304e+05
1.173564712256921494e-01,1.058198920300426893e-01,1.286713100785054121e+05
2.986085212193351213e-01,-5.633774563997107077e-01,1.286719156683058827e+05
9.428979137375195219e-01,2.337516436895498428e-01,1.286706880697008601e+05
3.649495854214675483e-01,-1.787783332734711045e-02,1.286712489334778511e+05
9.687598280992162358e-01,4.719124008453619012e-01,1.286706980499730125e+05
1.228529811260056004e+00,-1.471243839206514969e-01,1.286710773464143131e+05
-1.540695593713825584e+00,-2.349905023069090770e+00,1.286692572369917907e+05
-1.356953536339426947e-01,1.276170106304770346e+00,1.286707997347633791e+05
7.832823048110186537e-02,1.132233209832921306e+00,1.286707104293428565e+05
-9.570638359262912953e-01,2.445858962700509232e-01,1.286695575649868842e+05
5.753822179055089192e-01,2.124253255715974620e-01,1.286706622800139594e+05
5.957387757806675149e-02,8.979372563371766924e-01,1.286722391891322477e+05
5.949218334838464184e-01,-7.018115288370614380e-01,1.286703814558493759e+05
4.622758533011998017e-01,7.158729389722660041e-01,1.286717446934094332e+05
-7.277095833015714277e-01,-5.272331693157757959e-01,1.286694670921810612e+05
-1.865334327720454821e+00,-2.151878314716614560e-01,1.286703371068251145e+05
4.812598072903170182e-02,-8.108425733271843461e-01,1.286689950660651666e+05
1.844828077102222269e-02,1.050975801834068024e+00,1.286719693243741494e+05
5.580857078421039841e-01,2.007271514356189446e+00,1.286699454298844648e+05
-1.124178435372780838e+00,-2.700698162194044016e-01,1.286692678634677723e+05
-1.189633218479398125e-01,2.248294252092040701e-01,1.286705625505470962e+05
-5.836921655083471966e-02,-1.535415141977132025e+00,1.286692362546600052e+05
-7.461165061698438183e-01,3.158083316297417842e-03,1.286701459453385614e+05
-6.427119349721370778e-01,-9.810551095891226203e-02,1.286698633460163255e+05
-1.038391173216373531e+00,-6.346000534088687417e-02,1.286691218993411167e+05
1.112622819558380938e-01,1.290890881589781714e+00,1.286709184673830023e+05
1.734392312502781808e+00,7.695706806005090383e-01,1.286699118048060773e+05
4.394922540546205569e-01,8.147793286523222767e-01,1.286695965761792613e+05
-2.036795093103726195e+00,-1.893942277436408306e+00,1.286683913818304864e+05
5.552637784037688790e-02,-5.211575813543176672e-01,1.286689984325788537e+05
1.692093433478256692e+00,1.762054363679744995e+00,1.286696127406246815e+05
1.004655619817135026e+00,-8.203267365380579879e-01,1.286708038155441609e+05
-1.399881779258553172e+00,-1.601063781346919290e+00,1.286709016391824844e+05
7.925531887383890917e-01,4.142146509839437218e-01,1.286694140850156837e+05
-2.809342552940274906e-01,-7.826264940411353788e-02,1.286722654060828791e+05
1.877711283122051267e+00,-1.573790117621747808e-01,1.286709340806618420e+05
3.862630452773557765e-01,9.106407675524526013e-01,1.286710265185926255e+05
-1.565918767860300598e+00,9.066996859213348747e-01,1.286697535274664115e+05
-2.078104489017224221e+00,-5.954381088791704801e-01,1.286683213755501492e+05
-1.051427444068101735e+00,7.363546846948665348e-01,1.286703458976901748e+05
3.882988031377345578e-02,-3.050145159676557194e-01,1.286711204837790719e+05
-1.059241075646397690e+00,-7.478180729991359410e-01,1.286705340285051789e+05
4.074611654435098540e-01,-6.830320474641109474e-01,1.286699074528434576e+05
-1.440409943346060873e+00,1.224623046611749810e+00,1.286694469317615731e+05
-6.117159194013350731e-01,1.303061492013030676e-01,1.286704381881548470e+05
-9.050961774927278602e-01,7.577721154474903464e-01,1.286708564915711468e+05
-7.832283676972627839e-01,-1.706421943478075021e-01,1.286704532727881015e+05
-2.026667078946678746e+00,-3.274778777305594746e-01,1.286711214669662440e+05
8.522301518638334406e-01,6.876409212514409397e-01,1.286696382383427554e+05
9.484810411661450669e-01,-1.072578689843613375e+00,1.286706684734240116e+05
-3.976714807162911036e-01,1.426780990418275774e+00,1.286709345195494680e+05
2.092428548821233747e+00,-1.156038937438799818e+00,1.286708114185945451e+05
-8.716997549826923652e-01,2.280842752310817900e+00,1.286695495513996866e+05
1.196549162135105648e+00,-1.356348774779712274e+00,1.286699606147915329e+05
-9.936436844107324751e-01,6.689377238429801142e-01,1.286715505788952432e+05
-6.533462627572129700e-01,-2.732887881099639316e-01,1.286709743502841593e+05
1.234272271391618991e+00,2.838146468748366846e+00,1.286701288958131772e+05
1.881253431657990305e+00,-7.333835648533555684e-02,1.286710345134553208e+05
-2.003021260663380598e+00,9.698776876592956064e-01,1.286694610136095725e+05
1.629475199560068144e-01,-1.181880562340419383e+00,1.286705453238769987e+05
7.312537740142296405e-01,9.713813756348843587e-02,1.286699483769700892e+05
7.624105130883904735e-01,-5.179714908254302586e-01,1.286701908024616569e+05
-3.326603253573410801e-01,5.434227545710970109e-01,1.286705955046040617e+05
-3.353055786651217840e-01,-8.796679614689322246e-01,1.286689991787331819e+05
-1.394090426248284276e+00,-4.009501947903584274e-01,1.286700452769972035e+05
8.001810229199557423e-01,-5.221438627994978710e-01,1.286693490099103947e+05
9.870631670810328662e-02,1.870473916386383939e+00,1.286719808234795200e+05
2.103774531815564508e+00,-5.946436135566984804e-01,1.286694510204869293e+05
-3.282254549010003158e-02,-1.936649072673360061e+00,1.286698467122916045e+05
6.342424860357832594e-01,-4.265893143033843149e-01,1.286692337550490629e+05
1.753938183919908189e+00,1.148831385474073041e+00,1.286722031786057487e+05
3.512889470128138236e-01,9.092983145594011329e-01,1.286694971176504332e+05
-1.108675673201101386e+00,7.863602417303336423e-02,1.286695380440300651e+05
6.234779464009344851e-02,4.822725716926742345e-01,1.286706003896050679e+05
2.038768007569859708e-01,-1.700871792302601326e+00,1.286699879586031166e+05
5.630666430627383479e-01,1.324954698093937511e+00,1.286704091489037091e+05
1.569655477094884732e+00,4.641647274132666701e-03,1.286697064226920484e+05
