r0,rc,c
-6.057207033421145859e-01,1.858855323399660975e+00,1.286777903730990874e+04
-3.191592426303018204e-01,6.144952130964960180e-01,1.286705883522735530e+04
2.631919791713356882e-01,1.169894111298139805e+00,1.286810227026228858e+04
8.536367675641740593e-01,-1.697080819162117837e-01,1.286744502786716475e+04
1.472822102552950430e+00,-5.672891487728575211e-01,1.286755711847334351e+04
1.616604228641554286e+00,6.804276624480047886e-01,1.286818131209495004e+04
-1.638095631833019095e+00,6.973582589779224739e-01,1.286698056098552843e+04
-5.425851481867915993e-01,-6.506381167865066262e-01,1.286580816483899616e+04
9.409604360673690104e-01,7.972952313983158179e-01,1.286673607811628426e+04
-2.174736581512623168e+00,-2.393475584247734267e-01,1.286791963252172354e+04
6.370889678296934866e-01,-1.696918208213246348e+00,1.286628595495439185e+04
1.448748734509303748e+00,3.232384483999606872e-01,1.286944545086419566e+04
-4.316077732900979180e-01,9.057389797653182806e-02,1.286585961967996809e+04
2.971904472045825862e+00,5.241880465577313242e-01,1.286600688310997430e+04
9.636535105341879903e-02,-2.774928993323387272e-01,1.286600385797411582e+04
-1.448095581849388136e+00,9.399117306411860495e-01,1.286734665799330469e+04
-5.839025701100630794e-01,9.367295550560167383e-01,1.286480548605705917e+04
-1.235430985880699439e-01,2.467767254437022162e-01,1.286486701557084962e+04
-1.373212438628466370e-01,-6.702413118445691431e-01,1.286773911821909496e+04
4.603958756967428401e-01,-4.126713814404513458e-01,1.286559633599113113e+04
-2.021606090571510972e+00,2.192261571381670660e+00,1.286812724418791913e+04
-1.734568645174674684e+00,-2.154064954609938853e-01,1.286703215792555784e+04
4.469411672202475705e-01,-1.020515005839695011e+00,1.286675189772955855e+04
2.673132959399371344e+00,5.727203092456597533e-01,1.286766072368404639e+04
-6.815908621982637028e-01,5.541429006265421453e-01,1.286673442282268661e+04
1.992540656751286443e+00,-9.211592882440886587e-01,1.286730499242901533e+04
4.873052076874326843e-01,7.730018968134576285e-02,1.286693681147871030e+04
7.410291212767168290e-01,1.871826669003603394e+00,1.286764590543300801e+04
3.132889043127189410e-01,2.370828015891576213e-01,1.286740524000005826e+04
-6.110471533491003138e-01,1.045304127674235417e+00,1.286449732971791491e+04
-2.332250727283795011e-01,-4.633107835911379202e-01,1.286691233611859752e+04
-1.455289268547222070e+00,-8.954652932626271378e-01,1.286575202182762041e+04
8.488353091755178603e-01,-1.028390531470857905e+00,1.286810434476373666e+04
-5.775749248316267570e-01,-5.352920230364413001e-01,1.286739814169675265e+04
1.055015150851687400e+00,-1.210835438506796313e+00,1.286666339688737207e+04
-6.815450380099759009e-01,8.795036503380502246e-01,1.286741687106875543e+04
2.195529995095899523e+00,3.028066700091865959e-01,1.286726792171087436e+04
-4.133791356008580109e-02,6.924443329976389672e-01,1.286808302555987939e+04
-1.871274996609388064e-01,7.873208058246050633e-02,1.286702366391202850e+04
-1.230105978779290510e+00,-9.185958495072729102e-01,1.286471254160065473e+04
-1.051356499202425798e+00,6.034293754150179545e-01,1.286642384731999118e+04
2.172886203716206222e+00,-7.702996925345751977e-01,1.286642504398470555e+04
-1.379272866946033682e+00,8.893169567712514434e-01,1.286686517780936629e+04
7.171221522950695926e-01,1.008163072678110117e+00,1.286725523908461219e+04
3.841477456542558011e-01,1.772328520810413144e+00,1.286736116805825986e+04
-9.816235373011793497e-01,-5.788851371118296507e-01,1.286768936757923257e+04
-7.132270864630183560e-01,-5.210277441584484359e-01,1.286857988585611929e+04
-1.142138620837391372e+00,-4.926721878042013003e-01,1.286590306050912841e+04
1.281117891978340806e+00,-2.323029756556287850e+00,1.286672231052605457e+04
6.723363961688932910e-01,4.122501163395571600e-01,1.286450230021443713e+04
2.193972212631902341e+00,-5.024019794474177125e-01,1.286608571618526548e+04
-1.339771614294626989e+00,-1.894049368203796435e+00,1.286868241995357312e+04
1.202470357796570299e+00,2.200217650635592770e-01,1.286582859342085794e+04
3.857424875782795581e-01,1.674113220694691373e+00,1.286762443715236077e+04
1.489747158415839268e+00,-4.817687991708724873e-03,1.286478942468474816e+04
1.100350182985372571e+00,7.636443129026138088e-01,1.286591949012020268e+04
-4.774468357199809776e-01,1.973902383231548874e-01,1.286750547866732086e+04
9.525266690616185361e-01,6.021066474704526300e-02,1.286571527574241009e+04
1.840654276835208769e+00,2.396647354003230146e-01,1.286574840522883096e+04
1.087578824515649023e+00,-1.171436817239974282e+00,1.286797061151331582e+04
-2.874034276324136661e-01,5.584463057733179969e-01,1.286843555293851387e+04
-1.012080375140061328e+00,7.296744193257010958e-01,1.286730259591552385e+04
-1.041256604747468062e+00,1.405595636386752112e+00,1.286624762084615395e+04
1.593271704010391421e+00,-2.868603436705453036e-01,1.286655893430937431e+04
-1.236610406115255856e+00,-1.279994056947620695e+00,1.286670156967419462e+04
-5.607365789653492305e-01,3.656840878552020113e-01,1.286737418367272221e+04
-1.659148547461380130e-01,-5.724535096103106069e-01,1.286700771762845216e+04
3.283690720085212233e-01,-1.926332850807930264e-01,1.286670506927998213e+04
-5.577945157732192571e-01,2.911766228416505342e+00,1.286829244537366503e+04
-2.190401498000978275e+00,-1.369120909884908421e+00,1.286707805054724304e+04
-1.694589982376232040e+00,7.883199099166018353e-01,1.286457048187464716e+04
-7.668639221050065347e-01,1.117959970004914982e+00,1.286845938102774562e+04
1.173055790155233202e+00,-4.552907000535264537e-01,1.286851895340799638e+04
-1.114204178110444809e+00,-1.638175246282657316e+00,1.286764545128379177e+04
1.063983922616068778e+00,2.024595466924825615e-01,1.286946544495138914e+04
4.434659326834334836e-01,-1.012509115574217633e+00,1.286592143127677991e+04
4.089037131551367943e-01,-7.132127883705222660e-01,1.286611708984576035e+04
1.566720420037739231e-02,1.224194033103562118e+00,1.286814661092531060e+04
-7.409972139853395756e-01,1.059658188236199727e+00,1.286494685943109471e+04
-6.404718457407363452e-01,7.952618740100583228e-01,1.286706258009928570e+04
4.721489480209928313e-01,-1.490747165320684742e+00,1.286558574770586711e+04
-8.967030690716291108e-01,-2.078047971947118155e-01,1.286491125798859139e+04
6.719093756266111273e-01,1.514208610644819375e+00,1.286780448752452867e+04
-4.759936250819185033e-01,1.191617316087028033e+00,1.286717919292499937e+04
1.144227059800698859e-01,-1.347415147567579741e+00,1.286777980235908217e+04
9.356342663893658651e-01,-1.144152621767668965e+00,1.286642614033438258e+04
-1.262910916810191742e+00,4.361994687377349633e-01,1.286543890562153501e+04
1.025248446718531659e+00,4.670444063113313726e-01,1.286675080466197505e+04
-1.778996529042306540e-02,-1.508382525992830736e+00,1.286558358358497753e+04
-6.342037194006185929e-01,9.497678918451055718e-01,1.286776959796702249e+04
-8.043540955150789706e-01,1.015225710940872439e-01,1.286702653113633824e+04
-1.067897456592498129e+00,-4.382095264250244759e-01,1.286739101199376455e+04
1.764403958355422741e+00,-3.385992062078533316e-01,1.286548807603244495e+04
-1.333444656138032647e+00,-1.193167159607414707e+00,1.286654117853823300e+04
3.320964276720008157e-01,9.558052591926166075e-01,1.286683163540553869e+04
2.926966012453680599e-01,1.740171615187475762e+00,1.286787191403221914e+04
-3.811362931126374698e-01,3.170995598933517012e-01,1.286541368781779420e+04
-4.556025683150737027e-02,-7.297913603203605160e-01,1.286525249044447810e+04
2.376718970785584251e+00,-4.964711071565651723e-01,1.286845698686118885e+04
5.085535865683027401e-01,1.019187585587246619e-01,1.286823196206205466e+04
1.674130477878970902e-01,1.931815500126613794e-01,1.286636282832198049e+04
3.407752605149044212e-01,-1.590504833050167210e+00,1.286716008938823688e+04
9.246200170366893900e-01,3.788124042415250692e-01,1.286712041452158883e+04
-1.168924703963745149e+00,1.005518432638573989e+00,1.286557326024276881e+04
-5.333152274968707696e-01,3.164094731191741117e-01,1.286695774873201117e+04
5.398541914065346781e-01,5.225736987287760149e-01,1.286739237967746521e+04
-1.961265576452312809e+00,1.136385875420353964e+00,1.286790120539519194e+04
4.839248278860057151e-01,-1.995576044953164263e-01,1.286731038680734309e+04
1.715457310508764488e+00,-9.667831911553864677e-01,1.286614909961167541e+04
-1.403813183062925241e+00,4.186921640485324891e-01,1.286636551386303108e+04
-1.011399698047889650e+00,9.827001213489405806e-01,1.286850473442614202e+04
5.517347205618200467e-01,1.330966962484140925e+00,1.286616121843617111e+04
6.687849720901356543e-01,-8.022578836090957788e-01,1.286716057006682422e+04
-6.106173475108124249e-01,1.688140949914718858e+00,1.286670354243320980e+04
-7.999595779284948138e-01,-1.516982852476403520e+00,1.286496449409243723e+04
2.714479433670723640e+00,4.562364692497498653e-01,1.286847641542606834e+04
2.640323515281587596e+00,-7.524713676164945797e-01,1.286750396052096949e+04
9.223766403761652910e-01,-1.775761607110354912e-01,1.286616608297764469e+04
5.050076643788704578e-01,-5.968296819788940777e-01,1.286701520377133056e+04
4.091119833671950090e-01,1.604660864940874232e+00,1.286711331896224146e+04
7.827703795767918526e-01,-1.675456900940829330e+00,1.286551070286487447e+04
-8.580108757225943794e-01,2.055761994028308115e-01,1.286577451359631777e+04
1.714139255009089924e+00,-1.277786441736000977e+00,1.286604148346250076e+04
-1.960931624916385729e+00,7.070941363462888152e-01,1.286586783527018270e+04
-5.744350077064406257e-01,1.171201130536822843e+00,1.286980524572964714e+04
-5.097425254690501895e-01,-2.108465416529379688e+00,1.286751061590361314e+04
8.230094467799218272e-01,-1.326337937977283721e+00,1.286497679739831256e+04
-3.438362241088475657e-01,3.125878201149170366e-01,1.286725173187422661e+04
-2.017058489006901656e+00,7.974982954444128636e-01,1.286522479806499723e+04
-6.418994085999364385e-01,-2.047869676494610047e+00,1.286780745119412859e+04
-1.179925338413192248e+00,1.312708559724579782e+00,1.286757230717103630e+04
1.325400774293067796e+00,-8.451824746957979917e-01,1.286720954307996362e+04
-7.334976591003943003e-02,-8.504572770927861791e-01,1.286729047965844802e+04
1.637121434504023032e+00,-6.070310857631407986e-01,1.286826752492462219e+04
-8.019754277424934186e-01,-2.333570182515528835e+00,1.286610753251941605e+04
-3.580472844769384544e-01,-2.655002920111761977e-01,1.286695700042165299e+04
-4.193136192851496524e-01,7.294509646473463782e-01,1.286657363679044101e+04
-3.387390684841213306e-01,-1.544493614150838523e+00,1.286696571128988762e+04
8.087827368271723882e-01,-6.945894441472203473e-01,1.286757283640473906e+04
-5.313337221401405186e-01,5.158941941715720902e-02,1.286802813362298184e+04
2.266312769541963590e+00,5.477524041473933458e-01,1.286771845053263678e+04
-1.650216144413366726e+00,2.502910477071270012e+00,1.286844673501740363e+04
-1.055807030564220872e+00,-1.297901907290107681e+00,1.286623766022813106e+04
3.086183329028727163e-01,7.995682865254370997e-01,1.286685860683181272e+04
3.774651843789372796e-01,5.283142190784918535e-01,1.286523413684986190e+04
-1.032160172962350159e-01,8.433596742453468575e-01,1.286578431806372646e+04
3.399865883645399878e-01,3.837203080038408265e-01,1.286667243006166791e+04
6.926583919884911067e-01,-9.421581914142966863e-01,1.286941733715552073e+04
7.074877914255487399e-01,-5.876763684307021451e-01,1.286695293432466678e+04
-6.275659116064226106e-01,1.419691002259946710e+00,1.286926264275552239e+04
9.211496751006907902e-01,6.696218377572299429e-02,1.286529435783121880e+04
-7.118810335542484768e-01,-1.043148280498809699e+00,1.286684369689306914e+04
-2.469997635686940196e-01,8.434153566675399727e-01,1.286682738729746234e+04
9.808011341578487530e-01,-1.477330817223885706e+00,1.286732700239156111e+04
-1.320882869107515845e-01,1.742483052404552035e+00,1.286783011696006542e+04
1.946148847239408120e-01,3.963990458165551067e-01,1.286588428337949517e+04
-6.457785697085569598e-01,1.138546641547238725e+00,1.286852612571135069e+04
2.733029149268468294e-01,6.625995335269672104e-01,1.286606940216987641e+04
-7.093643064201213266e-02,2.121860185853047032e+00,1.286677472883395239e+04
4.483225541285298377e-01,-8.427776638848233359e-01,1.286653513036815821e+04
1.074305205552215758e+00,-6.113891672237613539e-01,1.286749930873016092e+04
3.709794843186929869e-01,-2.161583290694055748e-01,1.286662900712165538e+04
3.025895906696268178e-01,4.073615850431273055e-01,1.286794106415303213e+04
1.566032144738394472e+00,-1.199255695093124796e+00,1.286679175594575827e+04
-7.565438866869838019e-01,-8.667383723608911295e-01,1.286539586057569613e+04
-5.829432571396574447e-01,2.424865739826452149e+00,1.286693810000305712e+04
-2.380036204000023081e-01,-3.233246877184307033e-01,1.286852504126683743e+04
-1.074304731280391279e+00,-9.086306226565639133e-01,1.286846258439219127e+04
6.806491717725874357e-01,-1.404338587738641175e+00,1.286830282424547477e+04
-6.534975074202516998e-01,3.368946170626004877e-01,1.286661172218097818e+04
-1.038153614337972153e+00,9.158686020495028501e-02,1.286760726381355380e+04
2.798704911818009622e-01,-1.424086772254259614e+00,1.286647415512984298e+04
1.651485333546148238e-01,1.534909156477679559e+00,1.286726721776574232e+04
1.927577253832349902e+00,6.854643729450279332e-01,1.286731343451717657e+04
-2.674579760268493533e+00,-4.977496294197226723e-01,1.286654771361947860e+04
6.139466223346430329e-01,1.568727526089679802e+00,1.286654671384288486e+04
1.878614230528794726e+00,-3.569664796911048987e-01,1.286634710147374972e+04
-1.354580909246416054e+00,-1.508004920123921400e+00,1.286615812383405137e+04
1.654819213427969338e-01,1.966871822215140231e+00,1.286783436689875271e+04
1.513974997862033156e+00,-5.063262128099604159e-02,1.286753504585330847e+04
4.772089195819224638e-01,1.965800465278024212e-01,1.286755544897531763e+04
-2.103535327650140618e-01,-3.146693475814144048e-01,1.286704364747642285e+04
-5.147008889037221063e-02,-3.117425772917718496e-01,1.286746891106180374e+04
-1.600522494223029224e-01,2.822302178922891924e-01,1.286805263683283920e+04
-2.008115810678274382e+00,8.840972791206960224e-01,1.286770226932862533e+04
-8.929241667409506533e-01,-3.250694821663306366e-01,1.286652202100531940e+04
-1.162020043029242222e+00,-5.424317371767268803e-01,1.286714033284799007e+04
-1.019808336225478673e-01,2.839705008147482002e-02,1.286470696395014966e+04
5.221466284097173727e-01,-5.209536443961559904e-01,1.286762904313360923e+04
1.563657599964050210e-02,4.009173573104699018e-01,1.286548078389574766e+04
-1.960279882298124055e-01,2.194393794196010550e+00,1.286827996575028192e+04
-2.795595892887924094e+00,-7.686926570445581364e-01,1.286683073898124712e+04
5.106797680312373799e-01,2.723188855497453154e-01,1.286721521182924698e+04
1.176740517860639379e+00,-3.449509270998050159e-01,1.286609735776822527e+04
-2.744517692761876848e+00,1.394382120586845852e+00,1.286771418559036465e+04
1.007812314178425428e+00,5.304826316029149780e-01,1.286613575761866741e+04
-1.657821386725903290e+00,5.759222337192851926e-01,1.286656786597018254e+04
-3.594700246225698281e-01,-1.182998254138940775e+00,1.286670842357937545e+04
2.424112789916678390e-01,-1.551166225077175387e+00,1.286513825960104441e+04
1.073198135585830618e-02,3.792845374265844116e-01,1.286640597352196346e+04
4.148836830391487429e-01,-1.291464307470818307e+00,1.286781587558149840e+04
-1.329658360558209351e-01,4.961933446563115413e-01,1.286824149328883686e+04
-1.106539477408994276e+00,1.959725325172033059e-02,1.286735807918017053e+04
1.776153712681408925e-01,-1.588696824892654957e+00,1.286591008013567989e+04
3.499087845935458518e-01,-9.273816269605477114e-01,1.286624018855661780e+04
1.566134373602003249e+00,-3.210319935936079561e-01,1.286631751693951810e+04
9.109718703473941304e-01,1.843579325744638397e-01,1.286734863376818794e+04
1.823627174344687740e-01,8.526070430164790492e-01,1.286592046454259253e+04
-1.006840636022520830e+00,-1.504998484945442083e+00,1.286600164037990180e+04
4.297126857967124569e-01,-2.724231587481197869e-01,1.286731453605035495e+04
9.974166532234243210e-01,1.671087327253529375e+00,1.286772950698216118e+04
1.536750749322473464e+00,3.292759589602344272e-01,1.286509607095681167e+04
1.064128506681978441e-02,3.536584701508151823e-02,1.286563575715685147e+04
-9.986790621985500715e-01,-5.337205732635089683e-01,1.286802974026412448e+04
-2.065593929682599583e+00,-5.827805627293212165e-01,1.286644392412159687e+04
1.002718987611125767e+00,1.613812229322107772e+00,1.286749864476347648e+04
-6.513465633138044719e-01,-1.582685285541759024e+00,1.286684157305503322e+04
-1.553939760103895340e+00,1.003240588873405559e-01,1.286805549555289872e+04
3.773235220695825842e-01,3.437829855303452531e-01,1.286798767372022121e+04
-9.451541616603540419e-01,5.393726075074980475e-01,1.286698208192767015e+04
-1.985339800332030225e-01,7.175173075212585294e-01,1.286798110520884075e+04
-1.376305091882378706e+00,3.521493955580554669e-01,1.286630864773323083e+04
-7.259154953828999002e-01,-7.921837185572214723e-01,1.286752942504644670e+04
-2.767755098858647872e-02,-1.638225857479072567e-02,1.286741747541866425e+04
-1.007930139696483041e+00,-8.688852322437580211e-01,1.286762076309949953e+04
-8.723413066396255022e-01,-5.343495665380262327e-01,1.286555949332055934e+04
-9.399731642630775319e-01,-3.902203423820849171e-01,1.286672776271014664e+04
3.327113188491035989e-01,-2.570247058982714772e-01,1.286668681338245187e+04
1.602224930255783608e+00,9.500222807159538485e-01,1.286868846988004589e+04
-1.123412551702580142e+00,6.594173205094983059e-01,1.286663388869464143e+04
-7.072118150365155342e-01,-2.207463905176542673e-01,1.286599666074816378e+04
5.122750824001881531e-01,7.190292320918125757e-01,1.286748284374162176e+04
-2.713484994956002483e-01,1.601549561448889269e+00,1.286615005122677758e+04
-2.320456520934210121e-01,-8.680805038556407283e-01,1.286527690923400587e+04
7.597034846306041089e-01,7.348362765817598175e-02,1.286768588454593009e+04
-5.900333969189321126e-02,-3.233715025467293058e-04,1.286681829842505067e+04
-5.928743415949584428e-01,6.300454720393992014e-01,1.286740066512962949e+04
3.130764403859088163e-01,-4.650826707036801594e-02,1.286843405289557631e+04
-7.167390663163740738e-01,-9.997142447861959713e-01,1.286787024308709988e+04
-2.545158485101554069e-01,1.123115000428028143e+00,1.286622596694860658e+04
-3.554789750604144261e-01,-7.217867090323314416e-01,1.286846885635448962e+04
-2.078310930087008956e-01,-3.750296170753724123e-01,1.286620478328313584e+04
1.194894346017092435e+00,-5.069323178620089854e-01,1.286805612897674291e+04
1.021026982702578190e+00,1.513591190886389715e+00,1.286625019311437063e+04
-1.045675898120973502e+00,-1.930140076167539687e-01,1.286607767439384952e+04
-1.037512804492216195e-01,-9.882475677782325274e-01,1.286615422344076615e+04
-8.167751805658310937e-01,-2.478744631785790631e+00,1.286569725620397367e+04
-1.554231543314299469e+00,-1.665860888667761441e-01,1.286703439511710530e+04
-3.311194465758672267e-01,-3.546078990522495422e-01,1.286740917967420501e+04
-1.734919292745761843e-01,-1.430419053306005994e-01,1.286603305079227903e+04
-2.462120780904641371e-01,-1.941945609610944867e+00,1.286773188364836278e+04
-1.407436934148825758e+00,-3.173777780794486691e-01,1.286861289723205300e+04
1.104621474772655487e+00,-1.948920394205173823e+00,1.286649948156354185e+04
-7.566947499342329131e-01,-7.792248242280791493e-01,1.286703124628247861e+04
1.166850531754101583e+00,1.644559545679507462e+00,1.286845628635279172e+04
-1.534939369132059639e+00,-1.643060163503597515e+00,1.286683412137494997e+04
8.521384638654687649e-01,-2.618652790857100010e-01,1.286853002112077047e+04
1.218287303320094495e+00,-2.301026802065251342e+00,1.286657143121922854e+04
2.738682781136894673e-01,-7.872574660272786407e-01,1.286751690187589884e+04
-5.558037196657343859e-01,-1.321599724940836218e+00,1.286705905881259423e+04
-1.582548201501356167e-01,-4.254863652697267740e-01,1.286693762447552763e+04
-4.315484233293235411e-02,4.313474154873476185e-01,1.286561951583572954e+04
-1.331385595085172957e+00,-7.079712174407232217e-01,1.286811618902960981e+04
2.422788125987969110e-01,4.777511365860174219e-01,1.286791224449799847e+04
5.252452345407320200e-01,-7.504371474680860965e-01,1.286667630312692927e+04
7.312170764139276358e-01,-7.198589515519601134e-01,1.286669215561873352e+04
-1.358511330516615878e+00,-6.415080494776477238e-01,1.286702207876651300e+04
5.424416256307220685e-01,6.961613312721544045e-01,1.286637411057211102e+04
-1.111159610556700317e+00,-3.171554043952526936e-01,1.286523306909048006e+04
-8.366768232100386671e-01,-1.498621384576852567e+00,1.286785037769063820e+04
2.222603453899170689e-01,1.142001352815568804e+00,1.286709000470429783e+04
2.800728674150324560e-01,1.229585590461607758e+00,1.286725687092517364e+04
-1.535077498586525646e-01,5.639822933690835649e-01,1.286547722307382537e+04
9.150130851129548715e-01,1.080497721552385215e+00,1.286802034914667638e+04
1.637876501149307495e+00,1.860272026821206293e+00,1.286793697452591914e+04
-2.443827153118158790e-01,-7.039976094551537722e-01,1.286598378206699817e+04
2.852092503022186087e-01,1.856640809779135148e+00,1.286666520252534792e+04
9.772562173087043780e-01,7.744589503167643996e-02,1.286781553303787769e+04
-1.145185436829546877e+00,-1.811418633197067196e+00,1.286712379643813438e+04
-1.930090120817136823e+00,1.171074166614079592e+00,1.286612685492821583e+04
-1.391768812759049678e-01,-2.044528730191657040e-01,1.286747640706917628e+04
-4.191449724065561544e-02,-1.088992735132510159e+00,1.286687176026792986e+04
-4.471461374313354109e-01,-9.780772322779701655e-02,1.286823127431115972e+04
-1.850220975671216239e-01,-7.192300410086279738e-01,1.286689219950368351e+04
-7.203194849361066465e-01,-6.943211347077977713e-01,1.286515061971417890e+04
1.311624486051005123e+00,7.912923428568354733e-01,1.286594913460357384e+04
-1.804768130520389535e+00,7.350081468535157869e-01,1.286742490599996927e+04
5.509569201360987600e-01,5.499860870546666725e-01,1.286857520950681464e+04
1.741692251003872594e+00,2.604834305218766133e-01,1.286646677489365538e+04
4.509769661774193361e-01,6.102520081286350040e-01,1.286753583710290695e+04
-4.585371061849416452e-01,1.474522782162523971e+00,1.286537516594959197e+04
-1.522833099425322301e+00,1.013015534464033918e+00,1.286742746505287687e+04
-1.557047164134554906e+00,1.035793839883326406e+00,1.286870220511307889e+04
-2.986680815297133029e-01,-9.249824941155679880e-01,1.286759101983338405e+04
-1.262608499001036000e+00,9.739551444739180663e-01,1.286457227485088151e+04
5.983111902373979829e-01,8.834717966695872227e-02,1.286530339235881729e+04
-2.589528992823373788e+00,-7.247826600859323953e-01,1.286662208720999843e+04
1.316084440797081478e-01,-9.336985729247079258e-01,1.286779413907224261e+04
2.994333091425530613e-01,7.461184996803987834e-01,1.286679246679545213e+04
9.795630540235226169e-01,-6.051275575658803252e-01,1.286723422623035185e+04
7.761151732609427034e-01,1.559809081634422556e+00,1.286695459168832713e+04
2.851398539436933999e-01,-5.403526067717200343e-01,1.286907809247603836e+04
1.343754142773770255e+00,-1.746738387762797051e-01,1.286697575981118280e+04
3.571220607049512275e-01,1.355156296828423645e+00,1.286834267570015982e+04
-1.373600845096522305e-01,-6.408666021656708733e-02,1.286820665421998820e+04
-2.140382325211450887e+00,3.219374043142064767e-01,1.286664388799246990e+04
-3.529721191989034779e-01,-4.547129440630536812e-01,1.286804797267425784e+04
1.006286408081028538e-01,9.094523304121695517e-01,1.286814317166162073e+04
-2.741277489811140278e+00,6.633308571260642106e-01,1.286596724317412918e+04
-6.102377292114404828e-01,4.215874526326097715e-01,1.286676360662194020e+04
-1.364852574035993804e+00,-1.766479933258330304e-02,1.286684827665374542e+04
1.178992220266166513e-01,-4.163663294568219486e-01,1.286704310123676441e+04
8.099960829313949118e-01,4.240500164997346166e-01,1.286767899664267679e+04
3.391747528110751753e-01,5.823447111477477733e-01,1.286724711658638807e+04
1.379231005920845465e+00,8.315051918676448217e-01,1.286814800981657936e+04
-1.413084644203754348e+00,3.987018518985956939e-01,1.286674193762658251e+04
-5.422705341615480235e-01,6.288553815276127779e-01,1.286556339727896193e+04
-4.252137474683821694e-02,-8.303649867173990007e-01,1.286731878573290305e+04
-1.069362748776789829e+00,1.083543216328342940e+00,1.286746861425026145e+04
6.761124109486434941e-01,-2.135843032301990796e+00,1.286630537021651071e+04
-7.592599521401791618e-01,6.107793455727252852e-01,1.286697750656656899e+04
-9.249574875046491229e-01,-8.070354073246045479e-01,1.286692610007810254e+04
-7.205157447291855866e-02,8.533278977956371136e-01,1.286741279977681552e+04
-3.201398007857060302e-01,-2.070603571818257382e+00,1.286644902029281548e+04
1.523468958047138999e+00,1.283755419953892529e-01,1.286693475179175766e+04
9.802422539004624902e-01,-2.554138360166628541e+00,1.286699418872093884e+04
-1.885289987216989815e-01,-8.128296380603183824e-01,1.286696129696098069e+04
1.296190856376228107e+00,2.545166653504848386e-01,1.286732109029431740e+04
1.202230065795703684e+00,7.854110531641838033e-01,1.286726647801457693e+04
-1.507341220808314119e+00,-2.398028059592968386e+00,1.286591294049313547e+04
