r0,rc,c
-1.164675969169939762e+00,-1.452679023161935090e+00,1.286685536464099714e+05
1.900671466289060474e+00,-1.822811097055347274e+00,1.286690281837885123e+05
1.350558413581531836e+00,-1.130071887900324201e+00,1.286694912422510824e+05
5.225271708886880528e-01,-7.612456300367829165e-01,1.286705429686082643e+05
-1.103944780268508508e+00,7.404030977744793240e-01,1.286706854609844013e+05
7.742710955530583972e-01,6.460249785625100660e-01,1.286688747065009375e+05
-1.568675246941988011e+00,-1.088477871761750482e+00,1.286708080114256009e+05
-4.690054066090863505e-01,-5.694565453034186042e-01,1.286709069047498779e+05
-3.756977198048060823e-02,6.428717422654470770e-01,1.286705028520861524e+05
-4.236380143601584658e-01,9.884170324381784667e-01,1.286719380790381983e+05
1.588400041072533853e+00,7.177011798107792995e-01,1.286712874084603245e+05
7.099713387010275767e-01,2.761905272584750826e+00,1.286726542231059429e+05
6.114513831001268107e-01,3.196458641021406311e-01,1.286697333590224880e+05
1.650546899397344058e-01,-1.182294162868793519e+00,1.286704146949638234e+05
-7.578923029773133591e-01,-8.814901883062606913e-01,1.286685757613816240e+05
1.703865675768368115e+00,1.019533672308756245e+00,1.286683242382088065e+05
-1.767346991723979910e+00,2.498462045233160178e-01,1.286704648510604165e+05
1.109360775230290974e+00,7.863567769321850864e-01,1.286719230609133374e+05
5.963413669745468715e-01,-1.093017696911825709e+00,1.286710415051838354e+05
-1.522051104488887807e+00,1.185722634627962790e+00,1.286698007733082923e+05
-1.138709271205444740e+00,-1.874359665620016324e+00,1.286690204471371544e+05
7.172243894064200820e-01,-1.223289910608554409e+00,1.286693523931572563e+05
-9.959502568483403762e-01,-4.998687588735356568e-01,1.286704390048485802e+05
3.128281512656808649e-01,7.012644892880801617e-01,1.286731172257221770e+05
9.156729730504856724e-01,1.419132721799223118e+00,1.286693035457112419e+05
-1.704464290751540378e+00,-9.374229361878017031e-01,1.286711460520413384e+05
-8.699275426627186558e-01,-1.255845795027759504e+00,1.286704014259627729e+05
-1.287841321381246296e+00,-1.370800160509078269e+00,1.286704072104257211e+05
-2.123496849323403879e+00,-1.499830871811518085e+00,1.286705014156287652e+05
-2.936170113756403008e-02,6.717484080287057235e-01,1.286696691300875682e+05
3.170345384050519133e-01,1.130600387284010244e+00,1.286715692729045404e+05
-9.166060665737815194e-01,-6.174679844221924174e-01,1.286704903245835740e+05
-1.254976098815665519e+00,-1.982415466431715734e+00,1.286686751761120540e+05
6.267286977151639293e-01,-6.813789553643117003e-01,1.286707948988695134e+05
-7.605393360251490043e-01,8.919359819940313461e-01,1.286708770440861699e+05
4.375258341331698664e-01,8.911697234115723010e-02,1.286710478353962098e+05
3.732114909414974147e-01,3.233737431313539190e-01,1.286687666864919156e+05
6.286756186939240765e-02,-7.738525334958221702e-01,1.286708776091744076e+05
4.609729770622722489e-01,-3.656558901822962726e-01,1.286681209028056037e+05
5.130417245912838320e-01,1.203652194823258137e+00,1.286706178737782611e+05
1.367017526422009910e+00,3.391888774641237947e-01,1.286704743296268134e+05
-4.005907426530970761e-01,-5.007477009832543846e-01,1.286687182915021549e+05
7.471429144912108411e-01,1.612157278850127495e+00,1.286711307842917158e+05
6.933631251227825310e-01,1.220019054902712785e+00,1.286696892627336201e+05
7.182545340312770366e-01,3.142678130254339397e-01,1.286698617537865503e+05
2.914424641649166481e-01,1.067017788332911943e+00,1.286711099714722222e+05
-2.789262896414817394e+00,4.302669826573925493e-01,1.286694998278520361e+05
8.315723688419242032e-01,2.756333852830358255e-01,1.286685494014402211e+05
1.031259948660467884e-01,-1.440500393831601222e+00,1.286708440627757518e+05
5.400542297536228276e-01,-1.431552083263580188e+00,1.286710184806102916e+05
7.759048857052601722e-01,-2.644607158335100738e+00,1.286691204823525331e+05
1.236718818683146814e+00,-1.177127725074906817e+00,1.286695847480404482e+05
1.586943624713618717e-01,-8.359257108491653376e-01,1.286706367940900236e+05
1.016272808178952269e+00,1.757267774485413270e+00,1.286708126652265491e+05
-3.067481301600519239e-01,-5.305181934020333223e-01,1.286704408543014288e+05
-7.962188964193006591e-01,-5.974288684378805669e-01,1.286697167267218174e+05
-2.374728449389050144e+00,2.110894756704198461e+00,1.286711030400155141e+05
-4.781246106531719109e-01,4.710130350242999753e-01,1.286693817532463872e+05
2.015444251875111725e-01,2.963705741522960069e-01,1.286683971082632779e+05
-1.342581616025408930e+00,4.984555854293529209e-01,1.286703872073694074e+05
1.383617353630589575e+00,6.844118350681287488e-01,1.286721540823234100e+05
-1.516193037967603408e+00,4.390974174893679804e-01,1.286704621944078826e+05
1.762559778594718907e-01,1.296650532626040908e+00,1.286714757154504623e+05
-1.347041727930010202e+00,1.685407044196113091e+00,1.286705705749743356e+05
4.312447891741550965e-01,1.282678673782806866e+00,1.286696096696268069e+05
-1.191325459154256805e+00,-1.111778371589569936e+00,1.286676999984661816e+05
-3.566544567643958885e-01,6.394873217938452648e-01,1.286690288394945819e+05
-6.695309908010672606e-01,1.003915825645115500e+00,1.286715317244684265e+05
1.202886405316012430e+00,-7.197647195468019898e-01,1.286712758678071550e+05
-4.573098162441771586e-01,-3.903843526450858636e-01,1.286714552886023012e+05
1.165810980563185273e-01,1.446031587404402963e+00,1.286712018557158153e+05
7.308111576747883253e-01,3.926345436065194483e-01,1.286694932563347829e+05
8.435072186839775998e-02,-4.484064190909384240e-01,1.286707429451773787e+05
-6.671295236959716712e-01,7.006224772829829917e-01,1.286708467445228889e+05
-8.764933801167444916e-01,-6.383197852815680751e-01,1.286692020944032265e+05
2.913143876315719139e-01,1.279190134941202928e+00,1.286693687682556629e+05
-9.488429689867318162e-01,4.813078015105251573e-01,1.286692108710440516e+05
-3.227356625896342091e-01,1.587721560782260122e+00,1.286696189947878156e+05
-1.475689047773320439e+00,9.599414738961251636e-01,1.286694914825357700e+05
-1.856902202169262786e-02,1.119943373103462481e+00,1.286707245261048956e+05
1.922548465470973023e+00,-1.611899771504798684e+00,1.286693239720994607e+05
-6.438823034370279030e-01,8.782964434808753218e-01,1.286716742029261513e+05
3.275578003357056400e-01,-4.123671893166733216e-01,1.286704421025595657e+05
1.364493509987196873e+00,-2.104543048358768154e+00,1.286709282312845753e+05
7.545233289813092492e-01,5.909347648120062413e-01,1.286707865782950830e+05
